Textbox16,ACTUAL_SHIP_DATE_TIME,warehouse,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
37,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112413,0000000093944_1,ADEM SARI RTD HONEY LEMON TEA PET 350ML_1C24P,24,0,2,2,0,30042027
38,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000107100_1,LIPS JEDAY 1P_YM,150,0,2,2,0,08062030
39,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000112361_1,TWIZZ ROYAL CRUSH 16 _1B10P _YM,10,0,3,3,0,12062027
40,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,11,00004000000053111980,0000000127927_1,WIPOL KARBOL CEMARA BTL 450ML _1C24P_62040789,24,0,1,1,0,12072028
41,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112314,0000000132375_1,SPRITE ZERO SUGAR PET 390 ML_1C12P,12,0,2,2,0,31122026
42,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000133378_1,PROMINA MARIE BISCUITS ROLL 150_1C24P,24,0,2,2,0,12062028
43,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000133477_1,GAJAH LEM TIKUS TRAP 75GR _1C72P,6,0,1,1,0,12062029
44,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000136426_1,ENZIM PG FRESH MINT 124 GR,36,0,1,1,0,01022029
45,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000138036_1,PAGODA GREEN PASTILES 35G_1B12P,288,0,1,1,0,08082029
46,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000139588_1,LAFONTE MACARONI CHEESE 63GR_1C40P,40,0,1,1,0,12062027
47,24-Jul-26,GBG,1483595,48693,DGO,AM07057859165,31,00004000000053163897,0000000180855_1,PUNOKAWAN BERAS PREMIUM 5KG,5,2,0,10,0,06012028
48,24-Jul-26,GBG,1483595,48693,DGO,AM07057859634,09,00004000000053163781,0000000017370_1,SHINZUI BC KIREI R800ML 1C12,12,0,4,4,0,
49,24-Jul-26,GBG,1483595,48693,DGO,AM07057859634,12,00004000000053163811,0000000232958_1,SHINZUI SUNSCREEN BRIGHT 30G 1C48,1,0,4,4,0,01032029
50,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000006444_1,ZWITSAL KID 2IN1 BW PINK 280ML 1C12P 68134987,12,0,1,1,0,20122028
51,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000009700_1,WARDAH FW LIGHTENING MICELLAR GENTLE 50ML _1C50P,50,0,1,1,0,12062029
52,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000016723_1,DECLIP JEDAI 1P_YM,1,0,1,1,0,
53,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000018318_1,GIV BW FLAWLESS WHITE SAKURA R400ML 1C12,12,0,2,2,0,
54,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000020185_1,HEXOS LEMON MINT 20G_1BOX10P_1C12BOX,120,0,1,1,0,05052028
55,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000033401_1,EMINA BRIGHT STUFF TONE UP CREAM 20 ML,36,0,1,1,0,12052029
56,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000052446_1,CHIL GO 1 MADU 660G_1C12P,12,0,1,1,0,11112027
57,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000053603_1,ICHI OCHA GREEN TEA  350ML_1C24P,24,0,4,4,0,29052027
58,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000056163_1,HANSAPLAST KAIN ELASTIS FUN 10S_1B30P,180,0,1,1,0,03032029
59,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000094183_1,A N W CAN 250 ML_1C24P,24,0,2,2,0,30062027
60,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,15,00004000000053111768,0000000102685_1,MUJIGAE CHOCOLATE BANANA MILK 250ML_1C12P,12,0,9,9,0,15102027
61,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000102686_1,MUJIGAE BANANA MILK ORIGINAL 250ML_1C12P,12,1,2,14,0,14102027
62,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000109271_1,CBD HAIR MASK KERATIN PRO 30G_1C72P,72,0,2,2,0,01042029
63,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000122446_1,HAPPY DUCK COTTON BUD 150S_1C144P,144,0,6,6,0,01072030
64,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000123461_1,INDOFOOD RACIK TEPUNG BUMBU AYAM KRISPI 210G_1C24P,24,0,3,3,0,22092027
65,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000129758_1,BYE BYE FEVER DEWASA 1S_1B10P,240,0,2,2,0,12042029
66,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000139035_1,CASABLANCA HOMME RO BLACK DYNAMIC 50ML,12,0,1,1,0,12062030
67,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000140452_1,BENG BENG 3X20G_1C8B_1B10P,80,0,10,10,0,01042027
68,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112499,0000000140719_1,BEENFLOWER BS CKL 125,144,0,1,1,0,08062030
69,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000141599_1,PEPSODENT PG WWHITENING75GR _1C144P_20068202,144,0,3,3,0,03062029
70,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000142547_1,MENTOS FRUIT 40S_1C40P_631503,40,0,3,3,0,17062028
71,24-Jul-26,GBG,1483595,48693,DGO,AM07057859165,31,00004000000053163897,0000000289008_1,ANAK RAJA BERAS KHUSUS MEDIUM 5 KG_1C5P,5,4,0,20,0,07072027
72,24-Jul-26,GBG,1483595,48693,DGO,AM07057859634,02,00004000000053163712,0000000145458_1,SHINZUI FW SNOW MUSHROOM 80ML,48,0,4,4,0,01052029
73,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000010467_1,BIORE GUARD BW LIVELY REFRESH R800ML _1C9P,9,0,1,1,0,08052029
74,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000030614_1,CHIL GO 3 VANILA 270G_1C12P,12,0,1,1,0,27102027
75,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000032569_1,CAT CHOIZE PLUS TUNA SALMON 500G 1C18P,1,0,1,1,0,08112027
76,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000035039_1,BAGUS KANTONG SAMPAH ROLL 60X80CM 46L W_22566,144,0,1,1,0,
77,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000056690_1,CHITATO LITE SOUR CREAM ONION 68G_1C30P,30,0,6,6,0,12022027
78,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000056742_1,CHIKI PUFFS CHEDDAR CHEESE 60G_1C30P,30,0,1,1,0,29122026
79,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000089322_1,CHITATO RASA MI GORENG 65GR_1C30P,30,0,2,2,0,06032027
80,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000106937_1,PRENAGEN EMESIS STRAWBERRY 180 GR_1C24P,24,0,1,1,0,08122027
81,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000111364_1,MR POTATO GHOST PEPPER 40 GR_1C24P,24,0,1,1,0,08062027
82,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000127686_1,DANCOW 1 PLUS  MADU BOX 40X120G ID _1C40P,40,0,2,2,0,01122027
83,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000130097_1,FRISIAN FLAG 1 PLUS MADU 750G_1C18P,18,0,1,1,0,12122027
84,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000133402_1,PROMINA SUP MI AYAM SAYUR 3X40_1C24P,24,0,2,2,0,02052027
85,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000133409_1,SUN BUBUR SEREAL BERAS MERAH 120G_1C24P,24,0,1,1,0,14062028
86,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000133942_1,SELSUN SH YELLOW 50ML,72,0,1,1,0,01052029
87,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000136408_1,GLICO POCKY STRAWBERRY 45G_1C120P,120,0,2,2,0,02092027
88,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000138519_1,FORMULA SG RIPPLE HELM S_1C72P_XX,72,0,1,1,0,23062029
89,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000139364_1,CUSSONS KIDS SHP SOFT SMOOTH 100ML 1C48P_YM,48,0,1,1,0,01022029
90,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000139464_1,SILVER QUEEN BITES CASHEW 30G_1B12P,12,0,2,2,0,02092027
91,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000140663_1,MARINA UV WHT HBL HEALTHYNGLOW 92ML,10,0,1,1,0,08042029
92,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000140904_1,ROMA MARIE BARU 115_1C40P,40,0,1,1,0,04042027
93,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000143086_1,LUCKY STRIKE FILTER 20_1SL10P,100,0,2,2,0,10092027
94,24-Jul-26,GBG,1483595,48693,DGO,AM07057859634,12,00004000000053163811,0000000154284_1,SHINZUI BODYWASH MATSU R720ML 1C12,12,0,4,4,0,01042029
95,24-Jul-26,GBG,1483595,48693,DGO,AM07057859634,02,00004000000053163712,0000000155593_1,VIVA FACE TONIC BENGKUANG 100ML _1C36P,36,0,4,4,0,12042029
96,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000000774_1,MAMASUKA DELISAOS HOTLAVA XTRAPDS 130ML_1C24P,24,0,1,1,0,12092027
97,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112406,0000000006441_1,TUJUH KURMA SUSU STERIL 189ML _1C24P,24,0,13,13,0,07072027
98,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,11,00004000000053111980,0000000035365_1,DAIA POW DET HIJAB 1.5KG,6,0,1,1,0,12062028
99,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112390,0000000047342_1,FRISIAN FLAG KENTAL MANIS POUCH240G_1C24P,24,0,4,4,0,01032027
100,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000050320_1,PROMINA PASTA MAC AND CHEESE 70GR_1C24P,24,0,2,2,0,01072027
101,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000050811_1,NYU HAIR COL 2.00 HENNA SH NAT BLACK_1C4P,4,0,2,2,0,12042028
102,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000050812_1,HEAD N SHOULDERS SH ITCH CARE 145ML_1C24P,24,0,1,1,0,12072029
103,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000053742_1,KODOMO TOOTHPASTE GEL MIXED BERRIES 45GR,36,0,1,1,0,01062029
104,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112499,0000000054658_1,NUVO WET WIPES BIRU 50S BANDED_1C24P,24,0,2,2,0,12062028
105,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000055869_1,OREO WAFER DOUBLE CHOCO 140.4G_1C24P_YM,24,0,1,1,0,31032027
106,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000062965_1,LOVELY NATURALS HBL DEEP CARING GREEN TEA 400ML,12,0,2,2,0,07042029
107,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000095292_1,PLOSSA AROMATICS CITRUS 10ML_1B12P,72,0,1,1,0,05052028
108,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112284,0000000102587_1,SEDAAP MIE KOREAN CHEESE BULDAK 86 GR_1C40P,40,0,20,20,0,19022027
109,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000104881_1,ZEN BS PAKET TEA TREE 4X60GR 1C24,24,0,1,1,0,20042029
110,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000112360_1,TWIZZ YELLOW CRUSH 16 _1B10P _YM,10,0,1,1,0,12062027
111,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000116640_1,CHUPA CHUPS MELODY POP 15G_1C6B_1B36P,216,0,1,1,0,12042028
112,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112420,0000000127689_1,INDOMILK STRAWBERRY  BTL 190ML_1C24P,24,0,2,2,0,12032027
113,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000133289_1,SUN BISCUIT MARIE 80 GR_1C40P,40,0,1,1,0,08122027
114,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,06,00004000000053111874,0000000137284_1,MITU BABY WIPES GANTI POPOK PINK 50S BANDED_1C24P,24,0,6,6,0,01062028
115,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000137952_1,KIS MINT CHERRY 75G_1C36P,36,0,2,2,0,06062027
116,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000138224_1,GOOD TIME DOUBLE CHOC CHOCOCHIP COOK 72_1C48P,48,0,7,7,0,10032027
117,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000145847_1,INDOFOOD BUMBU RACIK SAYUR LODEH_1C100P,100,0,1,1,0,31052027
118,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112406,0000000146479_1,SOSRO FRUIT TEA APPLE 500_1C24P,24,0,1,1,0,12062027
119,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000147267_1,SIMBA CUP CHOCO CHIPS COKLAT 34G_1C72P,72,0,9,9,0,12082027
120,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000147526_1,PRINGLES CHEESE 42 GR_1C12P,12,0,2,2,0,12062027
121,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000150321_1,SASA TEPUNG BUMBU HOT SPICY 70GR_1C120P,120,0,2,2,0,13102027
122,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,30,00004000000053112352,0000000151926_1,KUNCI MAS POUCH 2 LT_1C6P,6,1,0,6,0,08012028
123,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000152678_1,QUAKER INSTANT 200GR_1C36P,36,0,2,2,0,01012028
124,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112307,0000000153838_1,CAP 3 AYAM PACKING MERAH 200GR_1C20P,20,0,5,5,0,02022027
125,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000154004_1,VICKS FORMULA 44 DEWASA 54ML,72,0,3,3,0,12072029
126,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000154912_1,NUSANTARA MADU MURNI 250ML_1C12P,12,0,1,1,0,01032031
127,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000167205_1,LACTOGEN I BOX 180G _1C40P,40,0,1,1,0,12112027
128,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000172073_1,SEDAAP KECAP MANIS PCH 292G_1C24P,24,0,3,3,0,24052028
129,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112383,0000000173181_1,COCA COLA ZERO PET 1000 ML_1C12P,12,1,5,17,0,31012027
130,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,07,00004000000053111898,0000000180663_1,LAURIER RELAX NIGHT 8,48,0,4,4,0,08042029
131,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000193755_1,TANGO WAFER SASSY STRAWBERRY 110G_1C24P,24,0,1,1,0,15122026
132,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000210849_1,AJIB SARDEN CAUS CABAI 155 GR_1C24P_YM,24,0,6,6,0,01062029
133,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000223774_1,WINCHEEZ GOLD 170GR_1C48P,48,0,4,4,0,
134,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000232888_1,GILLETTE BLUE 2 FLEXI HRDC ISI 2S,6,0,1,1,0,08062029
135,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000253006_1,FORTUNE TEPUNG BERAS 500 GR_YM,20,0,1,1,0,01042028
136,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000254265_1,MILKITA ASSORTED MILK LOLLIPOP SCM 25.5G_1C60P,1,0,2,2,0,01052027
137,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000257381_1,KIRANTI BERRY 150ML_1C24P,24,0,1,1,0,12062027
138,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000257388_1,KIRANTI LYCHEE 150ML_1C24P,24,0,1,1,0,12062027
139,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112338,0000000264597_1,INDOMIE MI NYEMEK JOGJA RASA RENDANG 84GR_1C40P,40,0,5,5,0,16012027
140,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000269157_1,SASA TEPUNG BUMBU KENTUCKY 200GR_1C24P,24,0,2,2,0,24102027
141,24-Jul-26,GBG,1483595,48693,DGO,AM07057859634,03,00004000000053163743,0000000139366_1,VITALIS BODY SCENT BLOSSOM 120ML,36,0,3,3,0,02022030
142,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000003713_1,MARINA RO PINK SOFT SMOOTH 50ML,36,0,1,1,0,12122028
143,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000008943_1,MAKARIZO VITAGLITZ ROYAL JELLY 6S 1C12,144,0,1,1,0,01052029
144,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000037929_1,GADJAH KOPI TUBRUK PURE 138G_1C20P,20,0,1,1,0,09052027
145,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000046849_1,SIMBA CUP CHOCO CHIPS STRAWBERRY 34G_1C72P,72,0,3,3,0,02062027
146,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000047253_1,K NATURAL WHITE BW COT FLOWER R420ML 1C12,12,0,1,1,0,09052028
147,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000054659_1,NUVO WET WIPES MERAH 50S BANDED_1C24P,24,0,1,1,0,03062028
148,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000056700_1,CHITATO LITE NORI SEAWEED 35G_1C40P,40,0,5,5,0,11032027
149,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112314,0000000083402_1,INDOMILK KENTAL MANIS COKELAT POUCH 535G_1C24,24,0,8,8,0,28022027
150,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,31,00004000000053112369,0000000097402_1,RIZKI BOTOL 800ML / 850ML_1C12P,12,3,0,36,0,16052028
