Textbox16,ACTUAL_SHIP_DATE_TIME,warehouse,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
351,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000154020_1,INDOFOOD BUMBU RACIK SPC SOTO AYAM 45GR_1C24P,24,0,1,1,0,08112027
352,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000155603_1,JET Z CHOCO FIESTA 40 GR_1C40P,40,0,4,4,0,24122026
353,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,30,00004000000053111973,0000000155950_1,YOA BOTOL 600 ML_1C24P,24,1,0,24,0,03072028
354,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000161102_1,YUPI HP BEAR DAY 45GR_1C72P,72,0,3,3,0,06042028
355,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,14,00004000000053111539,0000000161839_1,SHINZUI BODYWASH SAKURA R720ML 1C12,12,0,2,2,0,01052029
356,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000169860_1,CHITATO LITE AYAM BAWANG 68GR_1C30P,30,0,2,2,0,10032027
357,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000182427_1,KINO PIA 100 COKLAT 138G_1C12P,12,0,1,1,0,30052027
358,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000182476_1,KAHF RO CLEAN FRESH 45ML,24,0,1,1,0,01062029
359,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111928,0000000184728_1,SPRITE PET 1000 ML_1C12P,12,1,0,12,0,31012027
360,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000187593_1,RING POP LOLLIPOPS 10 GR_1B24P,384,0,1,1,0,15062028
361,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000198914_1,WARDAH UV SHIELD ACNE CALMING SUNSCREEN SPF35_35ML,24,0,1,1,0,
362,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000229645_1,KISPRAY PELICIN KASTURI SUCI REF 280ML_1C24P,24,0,1,1,0,
363,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000232186_1,MUSTIKA RATU MINYAK ZAITUN RESTFUL NIGHT75ML1C60_X,128,0,1,1,0,
364,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111706,0000000252038_1,BANGO MANIS RL2 12X380G_YM,12,0,2,2,0,03092027
365,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,34,00004000000053112086,0000000200125_1,KUDA TERBANG SERBET KAIN 301,12,0,2,2,0,
366,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111904,0000000204008_1,COCO DEE COCONUT WATER 200ML_1C24P,24,0,2,2,0,
367,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000226421_1,ROMA SLAI OLAI SELAI STRAWBERRY 128G_1C24P,24,0,4,4,0,12072027
368,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000232707_1,CADBURY DAIRY MILK OREO 58.5G_1B32P_1C6B,192,0,2,2,0,25042027
369,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000240709_1,SENSODYNE PG CEGAH GIGI BERLUBANG  SENSITIF 40GR_Y,1,0,2,2,0,12032028
370,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000257371_1,DORA LEM TIKUS TRAP 1S,36,0,1,1,0,01062029
371,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,34,00004000000053112086,0000000275554_1,YOA SABUT STAINLESS STEEL_215 2S_1C240P,240,0,1,1,0,08062029
372,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,26,00004000000053111836,0000000299883_1,FRISIAN FLAG UHT STRAWBERRY 225 ML_1C36P,36,0,4,4,0,12052027
373,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000302886_1,LOTTE XYLITOL BLUEBERRY MINT 26.1G_1C6B_1B12P,72,0,2,2,0,09092027
374,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111720,0000000358509_1,ABC SAMBAL EXTRA PEDAS 270ML_1C24P,24,0,1,1,0,26072027
375,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000477799_1,ASEPSO BAR SOAP SULPHUR 80 GR,72,0,1,1,0,04042029
376,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,32,00004000000053112031,0000000677440_1,PUCUK HARUM LESS SUGAR 350ML_1C24P,24,0,12,12,0,07072027
377,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000723634_1,NIVEA RO WMN EXTRA BRIGHTENING 50ML,24,0,2,2,0,09092028
378,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000727884_1,FISHERMANS FRIEND SUGARFREE BLACKCURRANT 25G,24,0,1,1,0,04032029
379,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000733259_1,KOMIX HERBAL ORIGINAL 4X15ML,50,0,1,1,0,30062028
380,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000780303_1,TANGO WAFER CHOCO JAVAMOCCA 110G_1C24P,24,0,1,1,0,05062027
381,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000848953_1,MARINA NATURAL HBL NUTRI FRESH 350ML,24,0,1,1,0,05112028
382,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000869365_1,MAESTRO MAYONAISE PEDAS 100 GR_1C40P,40,0,1,1,0,18112027
383,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,27,00004000000053111867,0000000902312_1,SUKSESS ISI 2 MIE GORENG AYAM KECAP 129G_1C24P,24,0,4,4,0,12022027
384,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,37,00004000000053112109,0000000915047_1,YOGYA BAKERY BAGELEN KERING EKONOMIS ORI 120 GRAM,1,0,3,3,0,
385,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111904,0000000974823_1,FANTA ANGGUR 390ML_1C12P,12,0,1,1,0,12122026
386,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,40,00004000000053112130,0000000992622_1,CIMORY YOGURT DRINK NO ADDED SUGAR BLBERRY 240 C24,24,0,6,6,0,12112026
387,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,08,00004000000053111416,0000001004519_1,BABY HAPPY PANTS M32 1C4P,4,1,0,4,0,01062029
388,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,16,00004000000053111577,0000001007055_1,MAMASUKA RUMPUT LAUT SPICY 2X4.5GR_1C40P,40,0,2,2,0,18042027
389,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000001011002_1,FORMULA SG TRIPLE ACTION BLACK SOFT 3S _1C72P,72,0,1,1,0,12072029
390,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000001012269_1,SAMARA GULA AREN PREMIUM 500GR_YM,1,0,1,1,0,20062027
391,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000484450_1,FITBAR FRUITS 22G_1C6B12P,72,0,3,3,0,12042027
392,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000485395_1,MAYUMI SAUS CREAMY SERBAGUNA ORIGINAL 100GR_1C40P,40,0,1,1,0,03042027
393,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111720,0000000552335_1,PASTI HEMAT GULA LOKAL 500G_1C40P,40,0,10,10,0,12052027
394,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111669,0000000642978_1,BRIO POTATO BISCUIT 56G_1C48P,48,0,3,3,0,12072027
395,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,14,00004000000053111553,0000000644689_1,MAMA LIME PP LIME REF 1500ML,6,0,1,1,0,03072029
396,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000652842_1,YOMART LIGHTER_YM,1000,0,5,5,0,01072029
397,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111669,0000000745363_1,SERENA TOGO LONG COKLAT  128G_1C30P,30,0,3,3,0,12062027
398,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,11,00004000000053111461,0000000767814_1,SO KLIN SOFTERGENT POW DET PINK 1.5KG,6,0,1,1,0,29052028
399,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,14,00004000000053111553,0000000770156_1,NUVO BW TOTAL PROTECT R400ML 1C12,12,0,1,1,0,11052028
400,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000780749_1,REJOICE SH RICH SOFT SMOOTH 6X10ML_1C90P,90,0,6,6,0,08062028
401,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000782767_1,REDOXON EFF 10S_1B10P,200,0,1,1,0,28102027
402,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111812,0000000783440_1,SOYJOY ALMOND CHOCOLATE 30G_1B12P,48,0,1,1,0,12042027
403,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000823739_1,TOLAK ANGIN CAIR MADU BOX 5X15ML,72,0,1,1,0,04042028
404,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000833176_1,MARLBORO FILTER BLACK 20,500,0,10,10,0,12062027
405,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,30,00004000000053111973,0000000859485_1,SOSRO TEH BOTOL 350 ML_1C12P,12,1,0,12,0,12072027
406,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000909791_1,KAPAL API SPECIAL MERAH 350GR_1C9P,9,0,2,2,0,05062027
407,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,23,00004000000053111744,0000000942546_1,FRISIAN FLAG SWEET DELIGHT UHT 225ML_1C36P,36,0,4,4,0,12072027
408,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112079,0000000944084_1,ULTRA TEH KOTAK LEMON 300ML_1C24P,24,0,2,2,0,28052027
409,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,23,00004000000053111744,0000000944541_1,ULTRA KARAMEL 200ML_1C24P,24,0,3,3,0,15032027
410,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000962976_1,POSH RO WMN WHITENING 50ML,24,0,2,2,0,12062029
411,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000973549_1,NUVO BW COOL PROTECT R400_1C12P,12,0,1,1,0,08072028
412,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,15,00004000000053111256,0000000982494_1,MIZONE ACTIV LYCHEE LEMON 500ML_1C12P,12,0,2,2,0,04072027
413,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,41,00004000000053112154,0000000991305_1,GERY SALUT CHOCOLATE COCONUT 105G_1C30P,30,0,2,2,0,12032027
414,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000001006700_1,TANGO WAFER CHOCO TIRAMISU 110G_1C24P,24,0,1,1,0,18122026
415,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000259472_1,DJARUM 76 APEL 12_1B10P,8000,0,20,20,0,01042027
416,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000291321_1,VEET HR NORMAL SKIN PINK 25 GR,144,0,2,2,0,01032028
417,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,34,00004000000053112086,0000000415977_1,RJK LILIN MAGIC RELIGHTING 6CM_10P,48,0,2,2,0,
418,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000642321_1,MITU BABY WIPES ANTISEPTIC 10S BANDED_1C24P,144,0,1,1,0,01072028
419,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000667601_1,NESTLE KOKO KRUNCH 70G_1C24P,24,0,1,1,0,12042027
420,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,32,00004000000053112031,0000000677764_1,ULTRA TEH KOTAK LESS SUGAR 300 ML_1C24P,24,0,3,3,0,01072027
421,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111706,0000000718484_1,PALMIA ROYAL 200G_1C60P,60,0,1,1,0,12062027
422,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,17,00004000000053111584,0000000724392_1,OISHI PILLOW UBI 100G_1C20P,20,0,4,4,0,05072027
423,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111683,0000000742467_1,RICHEESE WAFER KEJU 110 G_1C24P,24,0,5,5,0,29052027
424,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111706,0000000746639_1,PROCHIZ GOLD 160G_1C48P,48,0,1,1,0,14042027
425,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000774275_1,MAKARIZO SCENTSATIONS MORNING DEW 100ML _1C24P,24,0,1,1,0,01042029
426,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000775152_1,BAYFRESH GEL EVERYWHERE MORNING COFFEE 70GR,24,0,2,2,0,04042029
427,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,17,00004000000053111584,0000000780323_1,PRINGLES ORIGINAL 42 GR_1C12P,12,0,2,2,0,12062027
428,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112079,0000000810685_1,HYDRO COCO 500ML_1C12P,12,0,2,2,0,19062027
429,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000828453_1,LUWAK KOPI W GULA 5PLUS 2X23G_1C20P,20,0,1,1,0,01012028
430,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,17,00004000000053111584,0000000833173_1,POTABEE REGULAR GRILLED SEAWEED 65G_1C30P,30,0,2,2,0,25122026
431,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000867140_1,STELLA GEL BATHROOM POCKET GREEN 10GR _1C72P,72,0,1,1,0,05052028
432,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,14,00004000000053111539,0000000889154_1,GIV BW PERFUME PASSION FLOWER R400ML 1C12,12,0,1,1,0,12052028
433,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000896502_1,WARDAH SH HAIR FALL 170ML_1C24P,24,0,1,1,0,01062029
434,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000897258_1,WARDAH FW CRYSTAL SECRET AHAWPHA 100ML_1C30,30,0,1,1,0,08042029
435,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,42,00004000000053112178,0000000905257_1,EKONOMI CREAM UNGU 380GR,12,0,2,2,0,25062028
436,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000980887_1,EMINA FF BRIGHT STUFF 50ML _1C50P,50,0,1,1,0,12052029
437,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,04,00004000000053111331,0000000981252_1,BAYGON AEROSOL FLOWER GARDEN 200ML _1C12P,1,0,1,1,0,04042030
438,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,41,00004000000053112154,0000001005630_1,NEO COFFEE MOCCACHINO 9X20GR_1C20P,20,0,1,1,0,09032028
439,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000001008080_1,THAI MINYAK ZAITUN 125ML_YM,48,0,1,1,0,12052029
440,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,41,00004000000053112154,0000000193756_1,TANGO WAFER MILKY CHOCO 110GR_1C24P,24,0,1,1,0,12062027
441,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,30,00004000000053111973,0000000227479_1,AQUA 600ML_1C24P,24,1,0,24,0,06052028
442,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112079,0000000229262_1,CAFFINO RTD OAT MARIE LATTE 200ML_1C12P_YM,12,0,1,1,0,10072027
443,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000242830_1,CHEETOS RASA JAGUNG BAKAR KEJU 120GR_1C14P,14,0,1,1,0,13022027
444,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111669,0000000244485_1,TANGO WAFER MATCHA 33G_1C4B_1B10P,40,0,6,6,0,09062027
445,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,11,00004000000053111461,0000000260291_1,RAPIKA PELICIN REF 3X300ML BANDED_1C4P,4,0,2,2,0,12052028
446,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111812,0000000290932_1,YUPI CRUNCHY GUMMY POUCH 50G_1C36P,36,0,3,3,0,01122027
447,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000490725_1,PROMAG HERBAL SACHET 10ML_1B6P,432,0,6,6,0,01052028
448,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,29,00004000000053111942,0000000561941_1,INDOMIE GORENG CABE IJO 85GR_1C40P,40,0,20,20,0,04032027
449,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000563937_1,DETTOL WET WIPES ANTI BACTERIAL ORIGINAL 10S_1C40P,40,0,1,1,0,16012028
450,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,27,00004000000053111867,0000000645493_1,SEDAAP MIE CUP GORENG 81G_1C12P,12,0,6,6,0,16012027
451,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112055,0000000659438_1,CAP KAKI 3 ANAK LYCHEE CAN 238ML_1C24P,24,0,1,1,0,01062029
452,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,19,00004000000053111621,0000000726702_1,VIDORAN XMART 1W MADU 700G_1C24P,12,0,2,2,0,01082027
453,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000733529_1,CAMEL WHITE_1B10P,500,0,4,4,0,10092027
454,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,12,00004000000053111485,0000000780753_1,PANTENE CD MIRACLES BIOTIN 70ML_1C24PC,24,0,1,1,0,12072029
455,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000796799_1,SAMPOERNA AVOLUTION 20S_1B10P,10,0,4,4,0,12062027
456,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,17,00004000000053111584,0000000808973_1,MAITOS TORTILA BALADO 120GR_1C16P,16,0,1,1,0,10042027
457,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,26,00004000000053111836,0000000830051_1,FRISIAN FLAG COCONUT DELIGHT UHT 225ML _1C36P,36,0,6,6,0,01042027
458,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,17,00004000000053111584,0000000833168_1,POTABEE REGULAR BBQ BEEF 65G_1C30P,30,0,1,1,0,26022027
459,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000843139_1,SYSTEMA SG SMART CLEAN S 3S,12,0,1,1,0,
460,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,30,00004000000053111973,0000000873228_1,LE MINERALE 1500ML_1C12P,12,2,0,24,0,01012028
461,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111904,0000000883600_1,FRISIAN FLAG COCONUT UHT 946ML_1C12P,12,0,1,1,0,01032027
462,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000887459_1,EMERON HAIR VIT BLACK N SHINE 6S_1C12P,48,0,1,1,0,12052029
463,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,17,00004000000053111584,0000001007045_1,MAMASUKA RUMPUT LAUT BARBEQUE 2X4.5GR_1C40P,40,0,2,2,0,12052027
464,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,06,00004000000053111379,0000001015746_1,KODOMO BABY WIPES PINK 50S BANDED_1C24P,24,0,3,3,0,12072029
465,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,16,00004000000053111577,0000000140816_1,NISSIN SUPER CRACKER 90G_1C30P,30,0,8,8,0,10062027
466,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000143765_1,SUMBER AYU S SIRIH FLORL90,36,0,1,1,0,01042029
467,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000143967_1,CASABLANCA HOMME BM BLUE AMBITIOUS 100ML_YM,72,0,1,1,0,12052030
468,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,31,00004000000053111997,0000000146056_1,YOU C1000 LEMON 140ML_1C30P,30,1,0,30,0,12062027
469,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,15,00004000000053111256,0000000146415_1,ULTRA FULL CREAM 250 ML_1C24P,24,0,12,12,0,18042027
470,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,32,00004000000053112031,0000000146481_1,CAP BADAK LYCHEE CAN 320ML_1C24P,24,0,1,1,0,19062028
471,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,25,00004000000053111799,0000000147267_1,SIMBA CUP CHOCO CHIPS COKLAT 34G_1C72P,72,0,5,5,0,12082027
472,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000149668_1,VITACIMIN STRIP 2S_1B50P,1000,0,20,20,0,31032029
473,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,33,00004000000053112055,0000000150928_1,BINTANG ZERO CAN 330ML_1C24P,24,0,6,6,0,09092027
474,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000151190_1,SASA BUMBU MASAK 250GR_1C48P,48,0,1,1,0,01062036
475,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000151608_1,MBK POWDER PUTIH 13.6GR,600,0,6,6,0,06062033
476,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111706,0000000151734_1,ROYCO KALDU RASA AYAM 220GR_1C24P_62019581,24,0,6,6,0,29062027
477,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,29,00004000000053111942,0000000153530_1,GAGA 100 EXTRA PEDAS GORENG JALAPENO 85G_1C40P,40,0,5,5,0,16032027
478,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000154004_1,VICKS FORMULA 44 DEWASA 54ML,72,0,2,2,0,12072029
479,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000167409_1,PONDS FF BRIGHTBEAUTYSERUM 50G_1C24P_68494537,24,0,1,1,0,08062028
480,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,04,00004000000053111331,0000000172871_1,BOOM POW DET BUNGA 280GR,12,0,3,3,0,07072028
481,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000182505_1,LAFONTE SAUS PASTA BOLOGNESE 315G_1C20P,20,0,1,1,0,13042027
482,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000210849_1,AJIB SARDEN CAUS CABAI 155 GR_1C24P_YM,24,0,1,1,0,01062029
483,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000210854_1,KRIUK HIJAU NORI RASA  AYAM GORENG 4GR_1C60P_YM,1,0,3,3,0,
484,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,03,00004000000053111317,0000000240714_1,SCORA SHEER GLOW TONE UP CREAM 30G,1,0,1,1,0,01052029
485,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000243252_1,LANG MKP ROLL ON 15ML 1C12P,12,0,1,1,0,01042031
486,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000254770_1,CAMEL KRETEK 12S_1SL10P_YM,1,0,7,7,0,15052027
487,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,13,00004000000053111515,0000000262765_1,KISPRAY PELICIN VIOLET REF 280ML _1C24P,24,0,1,1,0,01102027
488,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,27,00004000000053111867,0000000284069_1,SEDAAP RAMEN YES KUAH HAKATA CHICKEN 88GR_1C40P,40,0,10,10,0,10102026
489,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000302456_1,FRESH CARE MINYAK ANGIN CITRUS 10ML_1B12P,144,0,1,1,0,01052029
490,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,02,00004000000053111294,0000000368811_1,BYE BYE FEVER ANAK 1S_1B10P,480,0,2,2,0,01022029
491,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,09,00004000000053111423,0000000441388_1,MITU BABY WIPES ANTISEPTIC 45S BANDED_1C24P,24,0,2,2,0,08042028
492,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,20,00004000000053111645,0000000480304_1,SGM EKSPLOR 1PLUS VANILA 150G_1C48P,48,0,1,1,0,12062028
493,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,08,00004000000053111416,0000000499156_1,SUNLIGHT PP LIME PCH 1500GR _1C6P_68758102,6,1,0,6,0,08072028
494,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,22,00004000000053111706,0000000648634_1,TONG TJI CELUP JASMINE NON ENV 25S_1C50P,50,0,5,5,0,01052028
495,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,28,00004000000053111904,0000000659431_1,CAP KAKI 3 ANAK STRAWBERRY CAN 238ML_1C24P,24,0,3,3,0,01052029
496,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,31,00004000000053111997,0000000667921_1,BOGASARI SEGITIGA BIRU ECO PACK 1 KG_1C12P,12,1,0,12,0,23112027
497,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,05,00004000000053111355,0000000699654_1,MAMA LIME PP GREENTEA REF 610GR_1C12P,12,0,2,2,0,11072029
498,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,24,00004000000053111775,0000000712655_1,PROCHIZ SPREADABLE 160G_1C48P,48,0,1,1,0,30042027
499,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,21,00004000000053111683,0000000742466_1,RICHOCO WAFER COKLAT 110 G_1C24P,24,0,1,1,0,12052027
500,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,18,00004000000053111614,0000000766561_1,TIC TIC BAWANG 64G_1C20P,20,0,1,1,0,08032027
501,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,11,00004000000053111461,0000000896674_1,LIFEBUOY BW LEMON R 825ML 1C12 68884771,12,0,1,1,0,06012029
502,24-Jul-26,GBG,1483596,48438,TMI,CR07057882608,01,00004000000053111270,0000000906927_1,CHUPA CHUPS SOUR BITES 62G_1B8P,64,0,2,2,0,12062027
